FBgn	Revised_Orthology
FBgn0030369	111111111111
FBgn0030370	111111AA1A0A
FBgn0030373	11A111111101
FBgn0030374	111101AAA11X
FBgn0030375	111111111111
FBgn0030376	111111111111
FBgn0030377	111111111111
FBgn0030378	11111AAA1AAA
FBgn0030379	111111111111
FBgn0030384	111111111111
FBgn0030385	111111111111
FBgn0030386	111111111111
FBgn0030387	1A1111111111
FBgn0030388	1A1100101110
FBgn0030389	11A111111111
FBgn0030390	111111111111
FBgn0030391	111111111111
FBgn0030392	11A111111111
FBgn0030394	111111111111
FBgn0030395	111111111111
FBgn0030396	111111111011
FBgn0030397	111111111111
FBgn0030398	111111111111
FBgn0030399	111111111111
FBgn0030400	11A111111111
FBgn0030403	111111111111
FBgn0030406	111111111111
FBgn0030407	111111111111
FBgn0030408	111111111111
FBgn0030409	111111111111
FBgn0030410	111111111111
FBgn0030411	111111111111
FBgn0030412	11A111111111
FBgn0030417	111111111111
FBgn0030418	111111111111
FBgn0030420	111110XX0000
FBgn0030421	111111111111
FBgn0030425	111111111111
FBgn0030428	11A111111111
FBgn0030429	111111AA1111
FBgn0030431	111111111111
FBgn0030432	111111111111
FBgn0030433	111111111101
FBgn0030434	111111111111
FBgn0030435	11A111111111
FBgn0030437	111111111111
FBgn0030438	111111111111
FBgn0030439	111111111111
FBgn0030440	111111111111
FBgn0030441	111111AA0010
FBgn0030442	111111111111
FBgn0030443	1A1111110110
FBgn0030444	111111111111
FBgn0030447	111111111111
FBgn0030448	111111111111
FBgn0030449	111111111111
FBgn0030451	111111111111
FBgn0030452	111111111111
FBgn0030455	111111111111
FBgn0030456	111111111111
FBgn0030457	111111111111
FBgn0030458	111111111111
FBgn0030459	111111111111
FBgn0030460	111111111111
FBgn0030462	11110111000A
FBgn0030465	111111111111
FBgn0030466	11A111111111
FBgn0030467	111111111111
FBgn0030468	111111111111
FBgn0030469	11A111111111
FBgn0030470	111111111111
FBgn0030471	111111111111
FBgn0030474	111111111111
FBgn0030476	111111111111
FBgn0030477	1111111A1111
FBgn0030478	111111111111
FBgn0030479	111111111111
FBgn0030480	111111111111
FBgn0030481	111111111111
FBgn0030482	111111111111
FBgn0030483	111111111111
FBgn0030484	111111111111
FBgn0030485	111111111111
FBgn0030486	111111111111
FBgn0030487	1A0A010A0100
FBgn0030491	111111111111
FBgn0030492	111111111111
FBgn0030493	111111111111
FBgn0030494	111111111111
FBgn0030495	111111111111
FBgn0030499	111111111111
FBgn0030500	111111111111
FBgn0030501	1111111A1111
FBgn0030502	11A111111111
FBgn0030503	11A111111111
FBgn0030504	11A111111111
FBgn0030505	111111111111
FBgn0030506	11A111111111
FBgn0030507	111111111111
FBgn0030508	111111111111
FBgn0030509	1A1111111111
FBgn0030510	111111111111
FBgn0030511	111111111XA1
FBgn0030512	111111111111
FBgn0030514	1A1111111111
FBgn0030518	111111111111
FBgn0030519	111111111111
FBgn0030520	111111111111
FBgn0030521	111111111111
FBgn0030522	111111111111
FBgn0030524	1A0000000000
FBgn0030525	111111111111
FBgn0030528	111111111111
FBgn0030529	111111111111
FBgn0030530	11A111111111
FBgn0030532	111111111111
FBgn0030535	111111111111
FBgn0030536	111111111011
FBgn0030537	111111111111
FBgn0030538	111111001000
FBgn0030539	111111111111
FBgn0030540	111111111111
FBgn0030541	111111111111
FBgn0030542	111111111111
FBgn0030543	11111111A111
FBgn0030544	111111111111
FBgn0030545	11A111111111
FBgn0030551	111111111111
FBgn0030552	111111111111
FBgn0030554	111111111111
FBgn0030555	111111111111
FBgn0030556	111111111111
FBgn0030558	111111111111
FBgn0030559	111111111111
FBgn0030562	111111111111
FBgn0030563	1111110A1AAA
FBgn0030566	111111AA1A00
FBgn0030569	111111111111
FBgn0030570	111111111101
FBgn0030571	111111111111
FBgn0030572	111111111111
FBgn0030573	111111111111
FBgn0030574	111111111A11
FBgn0030575	111111111111
FBgn0030576	111111111111
FBgn0030577	1111000A0000
FBgn0030578	11A1100A0000
FBgn0030581	111111111111
FBgn0030582	111111111111
FBgn0030583	111111101111
FBgn0030584	111111111111
FBgn0030586	111111111111
FBgn0030587	111111111111
FBgn0030588	111111111111
FBgn0030589	111111111111
FBgn0030590	111111111111
FBgn0030591	111111111111
FBgn0030592	111111111111
FBgn0030593	111111111111
FBgn0030594	111111111111
FBgn0030595	111111111111
FBgn0030596	111111111111
FBgn0030597	111111111111
FBgn0030598	111111111111
FBgn0030599	1A1111AA0000
FBgn0030600	111111111111
FBgn0030603	111111111111
FBgn0030605	1A1111111111
FBgn0030606	111111111111
FBgn0030607	11111111AAAA
FBgn0030608	111111111111
FBgn0030610	111111111111
FBgn0030611	111111111111
FBgn0030612	111111111111
FBgn0030614	111111111111
FBgn0030615	11A111111111
FBgn0030616	111111111111
FBgn0030617	111111111111
FBgn0030618	111111111111
FBgn0030619	111111111111
FBgn0030620	111111AA0010
FBgn0030621	11A111110000
FBgn0030622	111111111111
FBgn0030623	111111AA0001
FBgn0030624	11A111111111
FBgn0030625	111111111111
FBgn0030626	111111111110
FBgn0030627	111111111111
FBgn0030628	111111111111
FBgn0030630	111111111111
FBgn0030631	111111111111
FBgn0030634	111111111111
FBgn0030636	111111111111
FBgn0030638	111111111111
FBgn0030640	111111111111
FBgn0030641	111111111111
FBgn0030642	111111111111
FBgn0030643	11A111001000
FBgn0030645	111111111111
FBgn0030646	111111111111
FBgn0030647	11111111AAAX
FBgn0030648	111111111111
FBgn0030653	111111111111
FBgn0030654	111111111111
FBgn0030655	111111111111
FBgn0030657	111111111111
FBgn0030658	111111111111
FBgn0030659	111111111111
FBgn0030660	111111111111
FBgn0030661	11111111111A
FBgn0030662	111111111111
FBgn0030663	11111AXXAAXA
FBgn0030664	111111XXAAXA
FBgn0030665	111111111111
FBgn0030666	111111111111
FBgn0030667	1111110AA000
FBgn0030668	111111111111
FBgn0030669	111111111111
FBgn0030670	111111111111
FBgn0030671	11A111111111
FBgn0030672	111111111111
FBgn0030673	111111111111
FBgn0030674	111111111111
FBgn0030675	111111111111
FBgn0030676	111111111111
FBgn0030678	111111111111
FBgn0030679	111111111111
FBgn0030680	111111111111
FBgn0030683	111111111111
FBgn0030684	11111111111A
FBgn0030685	111111111111
FBgn0030686	111111111111
FBgn0030687	111111111111
FBgn0030688	111111AA1111
FBgn0030691	111111111111
FBgn0030692	111111111111
FBgn0030693	111111111111
FBgn0030694	11111AA11111
FBgn0030695	11111A111111
FBgn0030696	11A111111111
FBgn0030697	11111111111A
FBgn0030699	111111111111
FBgn0030700	111111111111
FBgn0030701	111111111111
FBgn0030702	111111111111
FBgn0030703	111111111111
FBgn0030704	111111111111
FBgn0030706	111111111111
FBgn0030707	111111111111
FBgn0030710	111111111111
FBgn0030711	111111111111
FBgn0030715	111111111111
FBgn0030716	11111A111111
FBgn0030717	111111111111
FBgn0030718	111111111111
FBgn0030719	111111111111
FBgn0030720	111111111111
FBgn0030721	111111111111
FBgn0030722	111111111111
FBgn0030723	111111111111
FBgn0030724	111111111111
FBgn0030725	111111111111
FBgn0030726	11A111111111
FBgn0030729	11A111111111
FBgn0030731	11A111111111
FBgn0030733	111111111111
FBgn0030734	111111111111
FBgn0030735	111111111111
FBgn0030737	11A111111111
FBgn0030738	11A111111111
FBgn0030739	11A111111111
FBgn0030740	111111111111
FBgn0030741	111111111111
FBgn0030742	111111111111
FBgn0030743	111111111111
FBgn0030744	111111111111
FBgn0030745	111111111111
FBgn0030746	111111111111
FBgn0030747	111111111111
FBgn0030748	11A111111111
FBgn0030749	111111111111
FBgn0030752	11A111111111
FBgn0030753	111111111111
FBgn0030755	111111111111
FBgn0030756	11A111111AAA
FBgn0030757	111111111111
FBgn0030758	111111111111
FBgn0030759	111111111111
FBgn0030761	11A111111111
FBgn0030763	111111111111
FBgn0030764	111110AA00X0
FBgn0030765	111111111111
FBgn0030766	111111111111
FBgn0030768	111111111111
FBgn0030769	111111111111
FBgn0030770	1111100A1111
FBgn0030771	111111111111
FBgn0030772	111111111111
FBgn0030773	111111111111
FBgn0030774	111111111111
FBgn0030775	111111111111
FBgn0030776	111111111111
FBgn0030777	111111111111
FBgn0030778	111111111111
FBgn0030780	111111111111
FBgn0030782	111111111111
FBgn0030786	111111111111
FBgn0030787	111111111111
FBgn0030788	111111111111
FBgn0030789	111111111111
FBgn0030790	111111111111
FBgn0030792	111111111111
FBgn0030794	111111111111
FBgn0030795	111111111111
FBgn0030796	111111111111
FBgn0030797	111111111111
FBgn0030798	11A111111111
FBgn0030799	111111110111
FBgn0030800	111111111111
FBgn0030801	111111111111
FBgn0030802	111111111111
FBgn0030803	111111111111
FBgn0030804	111111111111
FBgn0030805	111111111111
FBgn0030806	11A111111111
FBgn0030807	11111111A000
FBgn0030808	111111111111
FBgn0030809	111111111111
FBgn0030810	111111111111
FBgn0030811	11A11111X111
FBgn0030812	111111111111
FBgn0030813	111111111111
FBgn0030814	111111111111
FBgn0030815	111111111111
FBgn0030816	111111111111
FBgn0030817	111111111111
FBgn0030820	111111111111
FBgn0030821	111111111111
FBgn0030823	111111111111
FBgn0030824	111111111111
FBgn0030826	111111111111
FBgn0030827	111111111110
FBgn0030828	111111111111
FBgn0030829	111111111111
FBgn0030830	111111111111
FBgn0030831	111111111111
FBgn0030832	111111111111
FBgn0030833	111111111111
FBgn0030834	111111111111
FBgn0030835	111111111111
FBgn0030836	11A1111111A1
FBgn0030837	1111111111A1
FBgn0030838	111111111111
FBgn0030839	111111111111
FBgn0030840	111111111111
FBgn0030841	111111111111
FBgn0030842	111111111111
FBgn0030843	111111111111
FBgn0030844	111111111111
FBgn0030846	1111100AA000
FBgn0030847	111111111111
FBgn0030850	111111111111
FBgn0030851	111111111111
FBgn0030852	111111111111
FBgn0030853	111111111111
FBgn0030854	111111111111
FBgn0030855	111111111111
FBgn0030858	111111111111
FBgn0030859	111111111111
FBgn0030863	111111111111
FBgn0030864	111111111111
FBgn0030866	1A1111A1011A
FBgn0030868	111111111111
FBgn0030869	111111111111
FBgn0030870	111111111111
FBgn0030871	111111111111
FBgn0030872	111111111111
FBgn0030873	111111111111
FBgn0030874	111111111111
FBgn0030876	111111111111
FBgn0030877	111111111111
FBgn0030878	111111111111
FBgn0030879	1111110A00XA
FBgn0030880	111111111111
FBgn0030881	1111111111X1
FBgn0030882	111111111111
FBgn0030883	111111111111
FBgn0030884	111111111111
FBgn0030886	11A110111111
FBgn0030887	111111111111
FBgn0030889	111111111111
FBgn0030890	111111111111
FBgn0030891	11A111111111
FBgn0030892	111111111111
FBgn0030893	111111111111
FBgn0030894	111111111111
FBgn0030895	111111111111
FBgn0030896	11111AXAAXAA
FBgn0030897	1A1111X11XA1
FBgn0030898	111111XA1111
FBgn0030899	111011111010
FBgn0030900	111111111111
FBgn0030903	111111AA0000
FBgn0030904	111111111111
FBgn0030905	111111111000
FBgn0030907	111110110000
FBgn0030908	111111110000
FBgn0030911	111110A00000
FBgn0030912	111111111011
FBgn0030913	111111111111
FBgn0030914	111111111111
FBgn0030915	111111111111
FBgn0030918	111111111111
FBgn0030919	111A11111111
FBgn0030921	111111111011
FBgn0030925	111111111111
FBgn0030926	111111111111
FBgn0030927	111111111111
FBgn0030928	111111111111
FBgn0030929	111111111111
FBgn0030930	111111111111
FBgn0030931	111111111A0A
FBgn0030932	111111111111
FBgn0030933	111111101111
FBgn0030935	111111111111
FBgn0030936	11A111A00000
FBgn0030937	111100A00000
FBgn0030938	111111111111
FBgn0030940	11A111111111
FBgn0030941	11A111111111
FBgn0030943	111111111111
FBgn0030944	111111111111
FBgn0030945	111111111111
FBgn0030946	111111111111
FBgn0030947	111111111111
FBgn0030949	111111110010
FBgn0030950	111111111111
FBgn0030951	11A111111111
FBgn0030952	111111111111
FBgn0030954	111111111111
FBgn0030955	111111111111
FBgn0030956	111111111111
FBgn0030958	11A000000000
FBgn0030959	111111111111
FBgn0030960	11111X111110
FBgn0030961	1111111111A1
FBgn0030962	11A111111111
FBgn0030963	111111111111
FBgn0030964	111111111111
FBgn0030965	111111111111
FBgn0030966	111111111111
FBgn0030967	111111111111
FBgn0030968	111111111111
FBgn0030969	111111111111
FBgn0030970	111111111111
FBgn0030973	111111111111
FBgn0030974	11A111111111
FBgn0030975	111111111111
FBgn0030976	111111111111
FBgn0030979	11A11AAA0AA0
FBgn0030980	1111AAAA1111
FBgn0030981	11111AA11111
FBgn0030982	111111111111
FBgn0030983	1111101A0AA0
FBgn0030984	111111111110
FBgn0030985	1A1101111001
FBgn0030986	111111111111
FBgn0030987	111111111111
FBgn0030989	111111111111
FBgn0030990	111111111111
FBgn0030991	111111111111
FBgn0030992	111111111111
FBgn0030993	111111111111
FBgn0030994	11101000000A
FBgn0030995	111111111111
FBgn0030996	111111111111
FBgn0030997	111111111111
FBgn0030998	111111111111
FBgn0030999	111111111111
FBgn0031000	111111111111
FBgn0031001	111111111111
FBgn0031002	111111111111
FBgn0031003	111111111111
FBgn0031004	111111111111
FBgn0031005	111111111111
FBgn0031006	111111111111
FBgn0031008	111111111111
FBgn0031010	111111111111
FBgn0031011	11A111111111
FBgn0031012	111111111111
FBgn0031014	111111111111
FBgn0031016	11A111111111
FBgn0031018	111111111111
FBgn0031020	11A111111111
FBgn0031021	111111111111
FBgn0031022	111111001111
FBgn0031023	111111111111
FBgn0031026	1111100A1111
FBgn0031030	111111111111
FBgn0031031	11A11XAAXAAA
FBgn0031032	111111111111
FBgn0031033	111111111111
FBgn0031034	111111111111
FBgn0031035	111111111111
FBgn0031036	111111111111
FBgn0031037	111111111111
FBgn0031039	111111111111
FBgn0031040	11A111111111
FBgn0031042	111111111111
FBgn0031043	111111111111
FBgn0031044	11A111111111
FBgn0031045	111111111111
FBgn0031047	111111111111
FBgn0031048	111111111111
FBgn0031049	111111111111
FBgn0031050	111111111111
FBgn0031051	111111111111
FBgn0031052	11A111111111
FBgn0031053	111111111111
FBgn0031054	111111A11111
FBgn0031055	11111111A111
FBgn0031057	111111111111
FBgn0031058	111111111111
FBgn0031059	111111111111
FBgn0031060	111111111111
FBgn0031061	111111111111
FBgn0031062	111111111111
FBgn0031064	111111111111
FBgn0031065	111111111111
FBgn0031066	111111111111
FBgn0031068	111111111111
FBgn0031069	111111111111
FBgn0031070	111111111111
FBgn0031071	111111111111
FBgn0031074	111A10AA0000
FBgn0031077	111111111111
FBgn0031078	111111111111
FBgn0031079	111111111111
FBgn0031080	111111111111
FBgn0031081	111111111111
FBgn0031082	1111110A1111
FBgn0031085	111111111AAA
FBgn0031086	111110111111
FBgn0031087	1AA001000000
FBgn0031088	111111110111
FBgn0031089	111111111111
FBgn0031090	111111111111
FBgn0031091	11A111111111
FBgn0031092	11A111111111
FBgn0031093	11A111111111
FBgn0031094	11A111111111
FBgn0031097	111111111111
FBgn0031098	111111111111
FBgn0031099	11A111111111
FBgn0031100	111111111111
FBgn0031101	11A11111AAAA
FBgn0031102	1111AAAAAAAA
FBgn0031103	111111111111
FBgn0031104	111111111111
FBgn0031106	111111111111
FBgn0031107	111111111111
FBgn0031108	111111011111
FBgn0031109	111111111111
FBgn0031110	11A111111111
FBgn0031111	111111111111
FBgn0031114	11A111111111
FBgn0031115	111111111111
FBgn0031116	111111111111
FBgn0031117	1A1111111111
FBgn0031118	111111111111
FBgn0031119	11A111111111
FBgn0031121	111111111111
FBgn0031122	11A111111111
FBgn0031123	111111111111
FBgn0031124	111111111111
FBgn0031125	1A11101A0000
FBgn0031126	111111111111
FBgn0031127	11A1100A1000
FBgn0031128	1111110A0000
FBgn0031129	111111110000
FBgn0031130	1111100A1111
FBgn0031132	111111111011
FBgn0031133	11A111111111
FBgn0031134	111111110000
FBgn0031135	11A1110A0000
FBgn0031137	1A1110AA000A
FBgn0031138	11A111AA111A
FBgn0031139	111111111111
FBgn0031140	111111111111
FBgn0031141	1111111A1111
FBgn0031142	111111111111
FBgn0031143	111111111111
FBgn0031144	111111111111
FBgn0031145	111111111111
FBgn0031146	111111111111
FBgn0031148	111111111111
FBgn0031149	111111111111
FBgn0031150	111111111111
FBgn0031155	11111100110A
FBgn0031157	11111111A111
FBgn0031161	111111111111
FBgn0031162	111111111111
FBgn0031163	111111AA1000
FBgn0031164	111111111111
FBgn0031168	11A11111A111
FBgn0031169	111111111111
FBgn0031170	111111111111
FBgn0031171	111111111111
FBgn0031174	111111111111
FBgn0031176	111111111011
FBgn0031178	11111111111A
FBgn0031179	111111111111
FBgn0031180	11111111AA1A
FBgn0031181	111111111111
FBgn0031182	111111111111
FBgn0031183	111111111111
FBgn0031184	111111111111
FBgn0031186	111111111111
FBgn0031187	111111111111
FBgn0031188	111111111111
FBgn0031189	111111111111
FBgn0031190	111111111111
FBgn0031191	111111111111
FBgn0031194	111111111111
FBgn0031195	111111111111
FBgn0031196	111111111111
FBgn0031197	111111111111
FBgn0031201	11A111111111
FBgn0031208	111111111111
FBgn0031209	111111111111
FBgn0031213	111111111111
FBgn0031214	111111111111
FBgn0031216	111111111111
FBgn0031217	111111111111
FBgn0031219	1A1111110111
FBgn0031220	111111111111
FBgn0031224	111111111111
FBgn0031225	111111111111
FBgn0031226	111111111111
FBgn0031227	111111111111
FBgn0031228	111111111111
FBgn0031229	111111111111
FBgn0031231	111111111111
FBgn0031232	111111111111
FBgn0031233	111111111111
FBgn0031235	111111111111
FBgn0031238	111111111111
FBgn0031239	111111111111
FBgn0031240	111111111111
FBgn0031241	111111111111
FBgn0031242	111111111111
FBgn0031243	111111111111
FBgn0031244	111111111111
FBgn0031245	111111111111
FBgn0031247	111111111111
FBgn0031248	111111111111
FBgn0031249	111111111111
FBgn0031250	111111111111
FBgn0031251	111111111111
FBgn0031252	111111111111
FBgn0031253	111111111111
FBgn0031254	111111111111
FBgn0031255	111111111111
FBgn0031256	111111111111
FBgn0031257	111111111111
FBgn0031258	111111111111
FBgn0031260	111111111111
FBgn0031261	111111111111
FBgn0031262	111111111111
FBgn0031263	111111111111
FBgn0031264	111111111111
FBgn0031265	111111111111
FBgn0031266	11A111111111
FBgn0031267	111111111111
FBgn0031268	111111111111
FBgn0031270	111111X0A011
FBgn0031275	111111111111
FBgn0031276	111111111000
FBgn0031277	111111111000
FBgn0031279	111111111111
FBgn0031280	111111111111
FBgn0031281	111111111111
FBgn0031282	111111111111
FBgn0031283	111111111111
FBgn0031284	111111111111
FBgn0031285	11A111111111
FBgn0031286	11A111111111
FBgn0031287	111111111111
FBgn0031288	111111111111
FBgn0031289	11A111111111
FBgn0031292	11A111111111
FBgn0031294	11A111111111
FBgn0031295	111110000000
FBgn0031296	111111111111
FBgn0031298	111111111111
FBgn0031299	111111111111
FBgn0031300	111111111111
FBgn0031301	11111111X111
FBgn0031302	111111111111
FBgn0031304	111111111111
FBgn0031305	111111111111
FBgn0031306	111111111111
FBgn0031307	111111111111
FBgn0031308	111111111111
FBgn0031309	111111111111
FBgn0031310	111111111111
FBgn0031312	111111111111
FBgn0031313	111111111111
FBgn0031314	111111111111
FBgn0031315	111111111111
FBgn0031317	111111111111
FBgn0031318	111111111111
FBgn0031319	111111111111
FBgn0031320	111111111111
FBgn0031321	111111111111
FBgn0031322	111111111111
FBgn0031323	111111111111
FBgn0031324	111111111111
FBgn0031325	11A111AA1AAA
FBgn0031326	111111111111
FBgn0031327	111111111111
FBgn0031331	111110AA0000
FBgn0031332	111111111111
FBgn0031333	111111111111
FBgn0031335	111111111111
FBgn0031337	11111111111A
FBgn0031343	111111111111
FBgn0031344	111111111111
FBgn0031345	111111111000
FBgn0031347	111111111111
FBgn0031349	111111111111
FBgn0031351	111110111111
FBgn0031356	111111111111
FBgn0031357	111111111111
FBgn0031358	11A111111111
FBgn0031359	111111111111
FBgn0031361	111111111111
FBgn0031362	111111111111
FBgn0031364	111111111111
FBgn0031365	11111000100A
FBgn0031367	111111111111
FBgn0031372	111111111111
FBgn0031373	111111111111
FBgn0031374	111111111111
FBgn0031376	111111111111
FBgn0031377	111111111111
FBgn0031378	111111111111
FBgn0031379	111111111111
FBgn0031381	111111111111
FBgn0031384	111111111111
FBgn0031388	111111XA1111
FBgn0031389	111111XAXXXA
FBgn0031391	111111111111
FBgn0031392	111111111111
FBgn0031393	111111111111
FBgn0031394	111111110000
FBgn0031395	111111111111
FBgn0031397	111111111111
FBgn0031398	111111111111
FBgn0031399	111111111111
FBgn0031401	111111111111
FBgn0031403	111111111111
FBgn0031405	111111111111
FBgn0031406	111111111111
FBgn0031407	111111111111
FBgn0031408	111111111111
FBgn0031409	111111111111
FBgn0031410	111111111111
FBgn0031412	111111111111
FBgn0031413	111111111111
FBgn0031414	111111111111
FBgn0031417	111111111111
FBgn0031418	111111111111
FBgn0031419	111111111111
FBgn0031420	111111111111
FBgn0031421	111111111111
FBgn0031422	111111111111
FBgn0031423	111111111111
FBgn0031424	111111111111
FBgn0031426	111111111111
FBgn0031428	111111111111
FBgn0031429	111111110111
FBgn0031430	111111111111
FBgn0031431	111111AA1111
FBgn0031432	111111111111
FBgn0031434	111111111111
FBgn0031435	111111111111
FBgn0031436	111111111111
FBgn0031437	111111111111
FBgn0031439	1111100A0010
FBgn0031440	111111111111
FBgn0031441	1111110A111A
FBgn0031442	11111100111A
FBgn0031443	111111111111
FBgn0031444	111111111111
FBgn0031446	111111111111
FBgn0031450	111111111111
FBgn0031451	111111111111
FBgn0031452	111111111111
FBgn0031453	111111111111
FBgn0031456	111111111111
FBgn0031457	111111111111
FBgn0031458	111111111111
FBgn0031459	111111111111
FBgn0031460	111110111111
FBgn0031461	111111111111
FBgn0031462	111111111111
FBgn0031463	111111111X11
FBgn0031464	111111111111
FBgn0031465	111111110111
FBgn0031466	111111111111
FBgn0031467	111111111111
FBgn0031468	111111111111
FBgn0031469	111111111111
FBgn0031470	111111111111
FBgn0031471	111111111111
FBgn0031472	1111111A1XXA
FBgn0031473	111111111111
FBgn0031474	111111111111
FBgn0031476	111111111111
FBgn0031478	111111111111
FBgn0031479	111111111111
FBgn0031483	111111111111
FBgn0031484	111111111111
FBgn0031485	111111111111
FBgn0031488	1A1111111111
FBgn0031489	111111111111
FBgn0031490	111111111111
FBgn0031491	111111111111
FBgn0031492	111111111111
FBgn0031493	111111111111
FBgn0031494	111111111111
FBgn0031495	111111111111
FBgn0031496	111111111111
FBgn0031497	111111111111
FBgn0031498	111111111111
FBgn0031499	111111111111
FBgn0031500	111111111111
FBgn0031501	111111111111
FBgn0031504	111111111111
FBgn0031505	111111111111
FBgn0031506	111111111111
FBgn0031508	111111111111
FBgn0031509	111111111111
FBgn0031510	111111111111
FBgn0031511	111111111111
FBgn0031512	11111111100A
FBgn0031513	111111A0AAAA
FBgn0031514	111111111111
FBgn0031515	111111111111
FBgn0031516	111111111111
FBgn0031517	111111111111
FBgn0031518	111111111111
FBgn0031519	111111111111
FBgn0031520	111111111111
FBgn0031522	111111111111
FBgn0031523	111111111111
FBgn0031526	1111110A1101
FBgn0031527	111111111111
FBgn0031528	111111111111
FBgn0031529	111111111111
FBgn0031530	111111111111
FBgn0031531	111111A01110
FBgn0031533	111111111111
FBgn0031534	111111111111
FBgn0031535	111111111111
FBgn0031536	111111111111
FBgn0031537	111111111111
FBgn0031538	111111111111
FBgn0031540	111111111111
FBgn0031542	111111111111
FBgn0031544	111111111111
FBgn0031545	111111111111
FBgn0031546	11A111111111
FBgn0031547	111110000000
FBgn0031548	111111111111
FBgn0031549	111111111111
FBgn0031550	111111111111
FBgn0031554	111111111111
FBgn0031556	111111111111
FBgn0031557	111111111111
FBgn0031558	111111111111
FBgn0031559	111111111111
FBgn0031560	111111111111
FBgn0031561	111111111111
FBgn0031562	111111111111
FBgn0031563	111111111111
FBgn0031564	111111111111
FBgn0031566	111111111111
FBgn0031568	111111111111
FBgn0031571	111111111111
FBgn0031573	111111111111
FBgn0031574	111111111111
FBgn0031575	111111111111
FBgn0031579	111111111111
FBgn0031580	111111111111
FBgn0031581	111111111111
FBgn0031585	1A1110111000
FBgn0031589	111111111111
FBgn0031590	111111111111
FBgn0031591	111111111111
FBgn0031592	111111111000
FBgn0031596	111111111111
FBgn0031597	111111111111
FBgn0031598	111111111111
FBgn0031599	111111111111
FBgn0031600	111111111111
FBgn0031601	111111111111
FBgn0031602	111111111111
FBgn0031603	111111111111
FBgn0031604	111111111111
FBgn0031606	111111111111
FBgn0031607	111111111111
FBgn0031608	111111111111
FBgn0031609	111111111111
FBgn0031610	111111111111
FBgn0031611	111111111111
FBgn0031613	111110110000
FBgn0031617	111111AA1010
FBgn0031619	111111111111
FBgn0031620	111111110111
FBgn0031621	111111111111
FBgn0031622	111111111111
FBgn0031623	111111111111
FBgn0031624	111110110111
FBgn0031625	111111111111
FBgn0031626	111111111111
FBgn0031627	111111111111
FBgn0031628	111111111111
FBgn0031629	11A111111111
FBgn0031630	111111111111
FBgn0031631	111111111111
FBgn0031632	111111111111
FBgn0031633	111111111111
FBgn0031634	111111111111
FBgn0031635	111111111111
FBgn0031636	111111111111
FBgn0031637	111111111111
FBgn0031638	111111111111
FBgn0031639	111111111111
FBgn0031640	111111111111
FBgn0031643	111111111111
FBgn0031644	111111111111
FBgn0031645	111111111111
FBgn0031646	111111111111
FBgn0031649	111111111111
FBgn0031650	11A111111111
FBgn0031651	111111111111
FBgn0031652	111111111111
FBgn0031653	111111111111
FBgn0031654	1A1111111XAA
FBgn0031655	111111111111
FBgn0031656	111111111111
FBgn0031657	111111111111
FBgn0031659	111111111111
FBgn0031660	111111111111
FBgn0031661	111111111111
FBgn0031662	111111111111
FBgn0031663	111111111111
FBgn0031664	111111111111
FBgn0031665	111111111X11
FBgn0031668	111111111111
FBgn0031670	11A111111111
FBgn0031675	111111111111
FBgn0031676	111111111111
FBgn0031677	111111111111
FBgn0031682	111111111111
FBgn0031683	111111111111
FBgn0031684	111111111111
FBgn0031685	111111111111
FBgn0031688	111111111111
FBgn0031689	111111111111
FBgn0031690	111111111111
FBgn0031691	111111111111
FBgn0031692	111111111111
FBgn0031693	1111111111A1
FBgn0031694	1111111111A1
FBgn0031695	1111111111A1
FBgn0031696	111111111111
FBgn0031697	111111111111
FBgn0031698	111111111111
FBgn0031700	11A111111111
FBgn0031701	1A1110110000
FBgn0031702	111111111111
FBgn0031703	111111111111
FBgn0031707	111111111111
FBgn0031708	111111111111
FBgn0031710	111111111111
FBgn0031711	111111111111
FBgn0031713	111111111111
FBgn0031715	11A111111111
FBgn0031716	11A111111111
FBgn0031717	111111111111
FBgn0031718	111111111111
FBgn0031719	111111111111
FBgn0031720	111111111111
FBgn0031721	111111111111
FBgn0031722	111111111111
FBgn0031723	111111111111
FBgn0031724	111111111111
FBgn0031725	111111111111
FBgn0031728	111111111111
FBgn0031729	111111111111
FBgn0031730	111111111111
FBgn0031731	111111111111
FBgn0031732	111111111111
FBgn0031733	11A111111111
FBgn0031734	111111111111
FBgn0031735	111111111111
FBgn0031736	111111111111
FBgn0031737	111111111111
FBgn0031738	111111111111
FBgn0031739	111111111111
FBgn0031740	111111111111
FBgn0031741	111111111111
FBgn0031742	111111110111
FBgn0031745	111111111111
FBgn0031746	111111111100
FBgn0031747	111111111111
FBgn0031749	11A111111111
FBgn0031751	11111X10AAAA
FBgn0031752	111111111111
FBgn0031753	111111111111
FBgn0031754	111111111111
FBgn0031755	111111111111
FBgn0031756	111111111111
FBgn0031757	111111111111
FBgn0031758	111111110111
FBgn0031759	111111111111
FBgn0031760	111111111111
FBgn0031762	111111111111
FBgn0031763	111111111111
FBgn0031764	111111111111
FBgn0031765	111111111111
FBgn0031766	111111111111
FBgn0031768	111111111111
FBgn0031769	111111111111
FBgn0031770	11A111111111
FBgn0031771	111111111111
FBgn0031772	111111111111
FBgn0031773	111111111111
FBgn0031774	111111111111
FBgn0031775	111111111111
FBgn0031776	111111111111
FBgn0031777	111111111111
FBgn0031778	111XX0110000
FBgn0031779	111111111111
